ts_recv,open,high,low,close,trades,volume
2023-09-05 14:30:00+00:00,36.67,36.7,36.67,36.7,5,105
2023-09-05 14:45:00+00:00,36.7,36.7,36.7,36.7,4,192
2023-09-05 15:00:00+00:00,36.59,36.59,36.59,36.59,1,23
2023-09-05 15:15:00+00:00,36.5,36.65,36.2,36.4,6,427
2023-09-05 15:45:00+00:00,36.65,36.79,36.35,36.35,14,53
2023-09-06 14:30:00+00:00,36.65,36.65,36.65,36.65,2,10
2023-09-06 14:45:00+00:00,36.9,36.9,36.9,36.9,7,106
2023-09-06 15:15:00+00:00,36.91,36.91,36.62,36.62,4,19
2023-09-06 15:30:00+00:00,36.84,36.89,36.84,36.89,2,2
2023-09-06 15:45:00+00:00,36.805,36.805,36.805,36.805,1,1
2023-09-07 13:30:00+00:00,36.89,36.89,36.74,36.74,2,2
2023-09-07 14:00:00+00:00,36.23,36.23,36.23,36.23,1,1
2023-09-07 15:30:00+00:00,36.4,36.46,36.4,36.46,9,111
2023-09-07 16:00:00+00:00,36.4,36.4,36.4,36.4,1,1
2023-09-08 14:00:00+00:00,36.68,36.74,36.68,36.74,3,32
2023-09-08 14:15:00+00:00,36.24,36.59,36.24,36.59,2,17
2023-09-11 13:30:00+00:00,37.5,37.5,37.5,37.5,1,100
2023-09-11 13:45:00+00:00,37.25,37.31,37.25,37.31,7,85
2023-09-11 14:00:00+00:00,37.445,37.59,37.445,37.59,10,66
2023-09-11 14:30:00+00:00,37.56,37.56,37.31,37.31,6,170
2023-09-11 14:45:00+00:00,37.32,37.33,37.2,37.3,8,541
2023-09-11 15:15:00+00:00,37.01,37.01,37.01,37.01,2,105
2023-09-11 15:30:00+00:00,37.01,37.01,37.01,37.01,1,5
2023-09-11 16:00:00+00:00,37.01,37.01,37.01,37.01,2,6
2023-09-12 13:30:00+00:00,37.8,37.8,37.21,37.25,29,908
2023-09-12 13:45:00+00:00,37.21,37.21,37.21,37.21,4,8
2023-09-12 14:00:00+00:00,37.22,37.22,37.22,37.22,4,8
2023-09-12 14:15:00+00:00,37.21,37.21,37.2,37.21,4,136
2023-09-12 15:00:00+00:00,37.17,37.2,37.17,37.2,5,170
2023-09-12 15:15:00+00:00,37.2,37.2,37.03,37.03,3,38
2023-09-12 15:30:00+00:00,37.05,37.06,37.03,37.05,4,105
2023-09-12 15:45:00+00:00,37.2,37.2,37.06,37.07,4,108
2023-09-12 16:00:00+00:00,37.03,37.03,37.03,37.03,2,4
2023-09-13 13:30:00+00:00,37.41,37.41,37.0,37.04,16,806
2023-09-13 13:45:00+00:00,37.1,37.1,37.01,37.01,12,516
2023-09-13 14:00:00+00:00,37.01,37.12,37.01,37.12,5,139
2023-09-13 14:15:00+00:00,37.1,37.1,37.1,37.1,1,10
2023-09-13 14:30:00+00:00,37.1,37.1,37.1,37.1,1,10
2023-09-13 14:45:00+00:00,37.1,37.1,37.1,37.1,1,3
2023-09-13 15:00:00+00:00,37.1,37.1,37.1,37.1,1,10
2023-09-13 15:15:00+00:00,37.1,37.1,37.1,37.1,1,10
2023-09-13 15:30:00+00:00,37.0,37.0,36.8,36.8,10,470
2023-09-13 15:45:00+00:00,36.8,36.8,36.8,36.8,2,4
2023-09-13 16:00:00+00:00,36.97,37.1,36.97,37.1,7,116
2023-09-14 13:30:00+00:00,37.45,37.45,36.9,36.95,18,1031
2023-09-14 13:45:00+00:00,37.01,37.01,37.01,37.01,1,6
2023-09-14 14:00:00+00:00,36.97,37.0,36.97,37.0,2,12
2023-09-14 14:15:00+00:00,37.0,37.0,37.0,37.0,1,6
2023-09-14 14:45:00+00:00,37.0,37.0,36.97,36.97,2,72
2023-09-14 15:30:00+00:00,36.99,36.99,36.94,36.94,2,72
2023-09-15 13:30:00+00:00,37.29,37.29,37.0,37.0,5,302
2023-09-15 13:45:00+00:00,37.28,37.28,37.28,37.28,1,1
2023-09-15 14:15:00+00:00,37.17,37.17,36.95,36.95,2,5
2023-09-15 14:30:00+00:00,36.42,36.45,36.42,36.45,8,8
2023-09-15 15:15:00+00:00,36.69,36.87,36.69,36.87,2,38
2023-09-15 15:30:00+00:00,36.55,36.55,36.55,36.55,1,10
2023-09-15 15:45:00+00:00,36.8,36.8,36.47,36.47,7,12
2023-09-15 16:00:00+00:00,36.46,36.46,36.46,36.46,1,3
2023-09-18 13:30:00+00:00,36.6,36.6,36.55,36.55,2,6
2023-09-18 14:00:00+00:00,37.13,37.13,36.72,36.72,6,11
2023-09-18 14:15:00+00:00,36.7,36.71,36.58,36.66,11,121
2023-09-18 14:30:00+00:00,36.66,36.66,36.66,36.66,6,7
2023-09-18 14:45:00+00:00,36.6,36.6,36.6,36.6,1,1
2023-09-18 15:00:00+00:00,36.59,36.59,36.59,36.59,1,5
2023-09-18 15:15:00+00:00,36.59,36.6,36.49,36.49,4,106
2023-09-18 15:30:00+00:00,36.58,36.58,36.42,36.42,2,3
2023-09-18 16:00:00+00:00,36.79,36.9,36.79,36.9,4,28
2023-09-19 13:30:00+00:00,37.75,37.75,37.06,37.06,6,213
2023-09-19 13:45:00+00:00,37.01,37.01,37.01,37.01,1,1
2023-09-19 14:00:00+00:00,37.28,37.28,37.01,37.01,3,200
2023-09-19 15:00:00+00:00,37.05,37.05,37.01,37.01,4,301
2023-09-19 15:15:00+00:00,37.15,37.15,37.0,37.0,5,199
2023-09-19 16:00:00+00:00,36.81,37.05,36.8,37.05,6,30
2023-09-20 13:30:00+00:00,37.2,37.2,36.9,36.9,15,1000
2023-09-20 14:30:00+00:00,36.21,36.99,36.21,36.99,6,370
2023-09-20 14:45:00+00:00,36.56,36.56,36.56,36.56,1,1
2023-09-20 15:15:00+00:00,36.58,36.58,36.58,36.58,1,100
2023-09-20 15:30:00+00:00,36.7,37.0,36.7,36.89,6,303
2023-09-21 13:45:00+00:00,37.15,37.15,37.15,37.15,2,2
2023-09-21 14:00:00+00:00,37.1,37.1,37.1,37.1,1,2
2023-09-21 14:30:00+00:00,36.78,36.87,36.78,36.87,6,213
2023-09-21 15:15:00+00:00,36.75,36.75,36.75,36.75,1,1
2023-09-21 15:45:00+00:00,36.65,36.65,36.65,36.65,1,2
2023-09-22 13:30:00+00:00,36.85,36.85,36.85,36.85,1,1
2023-09-22 13:45:00+00:00,36.85,36.85,36.85,36.85,2,2
2023-09-22 14:15:00+00:00,36.68,36.68,36.68,36.68,1,3
2023-09-22 15:00:00+00:00,36.64,36.64,36.64,36.64,1,4
2023-09-25 13:30:00+00:00,36.95,36.95,36.8,36.8,2,2
2023-09-25 13:45:00+00:00,36.75,36.75,36.5,36.5,18,881
2023-09-25 14:00:00+00:00,36.7,36.7,36.7,36.7,1,1
2023-09-25 14:15:00+00:00,36.7,36.7,36.7,36.7,1,1
2023-09-25 14:30:00+00:00,36.52,36.7,36.5,36.68,13,806
2023-09-26 14:15:00+00:00,36.39,36.4,36.225,36.225,4,34
2023-09-26 14:30:00+00:00,36.4,36.4,36.39,36.39,2,2
2023-09-26 14:45:00+00:00,36.39,36.39,36.39,36.39,1,1
2023-09-26 15:00:00+00:00,36.27,36.27,36.11,36.18,3,3
2023-09-27 14:30:00+00:00,36.2,36.2,36.2,36.2,1,18
2023-09-27 15:15:00+00:00,36.29,36.29,36.29,36.29,3,7
2023-09-27 15:30:00+00:00,36.29,36.67,36.21,36.65,9,11
2023-09-27 16:00:00+00:00,36.35,36.35,36.35,36.35,1,1
2023-09-28 13:45:00+00:00,36.38,36.6,36.34,36.34,8,141
2023-09-29 14:15:00+00:00,36.23,36.23,36.2,36.2,3,111
2023-09-29 15:15:00+00:00,36.81,36.81,36.81,36.81,2,2
2023-09-29 15:30:00+00:00,36.4,36.6,36.4,36.6,3,3
2023-09-29 16:00:00+00:00,36.28,36.28,36.28,36.28,2,12
2023-10-02 14:00:00+00:00,36.4,36.4,36.23,36.23,4,101
2023-10-02 14:15:00+00:00,36.44,36.47,36.44,36.47,2,100
2023-10-02 15:00:00+00:00,36.26,36.26,36.26,36.26,1,4
2023-10-02 15:45:00+00:00,36.52,36.52,36.52,36.52,1,1
2023-10-02 16:00:00+00:00,36.25,36.25,36.25,36.25,1,1
2023-10-03 13:30:00+00:00,36.4,36.4,35.43,35.95,80,1265
2023-10-03 13:45:00+00:00,36.1,36.1,35.92,35.95,48,422
2023-10-03 14:00:00+00:00,36.01,36.01,36.01,36.01,1,1
2023-10-03 14:15:00+00:00,35.96,35.96,35.95,35.95,3,4
2023-10-03 14:30:00+00:00,35.5,35.5,35.5,35.5,1,1
2023-10-03 14:45:00+00:00,35.47,35.75,35.47,35.65,10,1502
2023-10-03 15:00:00+00:00,35.47,35.6,35.35,35.35,6,401
2023-10-03 15:45:00+00:00,35.5,35.5,35.5,35.5,1,1
2023-10-04 13:45:00+00:00,35.5,35.85,35.5,35.78,3,208
2023-10-04 15:15:00+00:00,35.7,35.7,35.65,35.65,6,107
2023-10-04 15:45:00+00:00,35.66,35.7,35.66,35.7,2,7
2023-10-05 15:15:00+00:00,35.14,36.1,35.14,36.1,12,313
2023-10-05 16:00:00+00:00,35.4,35.4,35.4,35.4,1,5
2023-10-06 13:30:00+00:00,35.3,35.3,35.0,35.25,3,102
2023-10-06 13:45:00+00:00,35.25,35.25,35.25,35.25,5,6
2023-10-06 14:00:00+00:00,35.25,35.25,35.25,35.25,1,1
2023-10-06 14:15:00+00:00,35.25,35.25,35.25,35.25,6,106
2023-10-06 14:30:00+00:00,35.24,35.24,35.24,35.24,1,1
2023-10-06 14:45:00+00:00,35.39,35.39,35.39,35.39,1,1
2023-10-06 15:30:00+00:00,34.9,34.9,34.9,34.9,1,1
2023-10-06 16:00:00+00:00,34.95,35.04,34.95,35.04,2,3
2023-10-09 14:45:00+00:00,34.41,34.6,34.41,34.6,2,2
2023-10-09 15:30:00+00:00,34.6,34.6,34.6,34.6,2,2
2023-10-09 15:45:00+00:00,34.55,34.7,34.55,34.7,3,112
2023-10-09 16:00:00+00:00,34.55,34.55,34.55,34.55,1,2
2023-10-10 14:30:00+00:00,34.2,34.2,34.2,34.2,1,1
2023-10-10 14:45:00+00:00,34.25,34.55,34.25,34.55,3,3
2023-10-10 15:45:00+00:00,34.89,34.89,34.89,34.89,2,62
2023-10-10 16:00:00+00:00,35.23,35.24,35.23,35.24,2,2
2023-10-11 13:30:00+00:00,35.23,35.23,35.23,35.23,2,86
2023-10-11 14:00:00+00:00,34.995,35.24,34.98,34.98,5,57
2023-10-11 14:15:00+00:00,34.98,34.98,34.64,34.64,5,11
2023-10-11 14:30:00+00:00,34.51,34.51,34.51,34.51,1,43
2023-10-11 15:30:00+00:00,34.49,34.49,34.49,34.49,2,143
2023-10-11 16:00:00+00:00,34.49,34.49,34.49,34.49,2,43
2023-10-12 14:00:00+00:00,34.43,34.61,34.235,34.235,6,19
2023-10-12 14:45:00+00:00,34.7,34.75,34.7,34.75,2,2
2023-10-12 15:00:00+00:00,34.7,34.7,34.05,34.05,2,3
2023-10-12 15:45:00+00:00,34.8,34.85,34.8,34.85,2,2
2023-10-13 14:30:00+00:00,34.65,34.71,34.65,34.71,3,8
2023-10-13 14:45:00+00:00,34.56,34.56,34.13,34.13,3,8
2023-10-13 15:15:00+00:00,34.34,34.735,34.34,34.43,4,103
2023-10-13 15:30:00+00:00,34.4,34.4,34.4,34.4,1,1
2023-10-13 16:00:00+00:00,34.7,34.7,34.65,34.65,3,9
2023-10-16 14:15:00+00:00,34.79,34.79,34.79,34.79,1,26
2023-10-16 14:45:00+00:00,34.7,34.7,34.7,34.7,4,4
2023-10-16 15:30:00+00:00,34.69,34.69,34.69,34.69,1,26
2023-10-16 15:45:00+00:00,34.69,34.89,34.69,34.89,2,12
2023-10-17 14:00:00+00:00,34.92,34.92,34.92,34.92,1,7
2023-10-17 14:30:00+00:00,34.88,34.88,34.88,34.88,1,37
2023-10-18 13:45:00+00:00,34.5,34.55,33.88,33.88,4,294
2023-10-18 14:00:00+00:00,33.99,33.99,33.99,33.99,1,1
2023-10-19 13:30:00+00:00,34.26,34.5,34.26,34.5,3,77
2023-10-19 14:00:00+00:00,34.15,34.15,34.15,34.15,1,1
2023-10-19 14:30:00+00:00,34.1,34.1,34.01,34.01,2,21
2023-10-19 15:00:00+00:00,34.01,34.35,34.01,34.2,4,65
2023-10-19 15:15:00+00:00,34.05,34.05,34.05,34.05,1,5
2023-10-19 15:30:00+00:00,34.05,34.05,34.05,34.05,4,8
2023-10-19 15:45:00+00:00,34.05,34.07,34.05,34.07,6,10
2023-10-19 16:00:00+00:00,34.07,34.2,34.06,34.2,7,105
2023-10-20 15:15:00+00:00,33.79,33.79,33.79,33.79,1,1
2023-10-20 15:30:00+00:00,33.83,33.84,33.71,33.71,6,25
2023-10-20 15:45:00+00:00,33.9,33.9,33.9,33.9,1,1
2023-10-23 13:45:00+00:00,34.2,34.2,34.2,34.2,1,1
2023-10-23 14:30:00+00:00,34.2,34.2,33.94,33.94,3,3
2023-10-23 15:45:00+00:00,33.64,33.955,33.64,33.955,5,5
2023-10-23 16:00:00+00:00,34.2,34.2,34.2,34.2,1,1
2023-10-24 14:00:00+00:00,33.96,33.96,33.96,33.96,1,1
2023-10-24 15:15:00+00:00,33.99,33.99,33.99,33.99,2,2
2023-10-24 15:30:00+00:00,33.81,33.81,33.81,33.81,2,3
2023-10-24 15:45:00+00:00,33.78,33.78,33.27,33.6,5,15
2023-10-25 13:30:00+00:00,34.0,34.0,34.0,34.0,1,75
2023-10-25 13:45:00+00:00,33.72,33.72,33.72,33.72,1,1
2023-10-27 15:45:00+00:00,33.78,33.79,33.78,33.79,3,73
2023-10-30 14:30:00+00:00,33.98,33.98,33.88,33.88,2,2
2023-10-31 14:30:00+00:00,33.55,33.73,33.55,33.73,3,100
2023-11-01 13:30:00+00:00,33.99,33.99,33.99,33.99,1,1
2023-11-01 13:45:00+00:00,33.6,33.6,33.54,33.54,3,4
2023-11-01 14:45:00+00:00,33.48,33.665,33.48,33.665,5,7
2023-11-01 15:00:00+00:00,33.71,33.71,33.71,33.71,1,1
2023-11-02 13:30:00+00:00,33.75,33.75,33.75,33.75,1,1
2023-11-02 13:45:00+00:00,34.06,34.27,33.75,34.06,7,8
2023-11-02 14:00:00+00:00,34.29,34.29,34.06,34.06,2,2
2023-11-02 14:15:00+00:00,34.07,34.35,34.07,34.35,2,2
2023-11-02 15:00:00+00:00,33.8,33.8,33.8,33.8,1,1
2023-11-02 15:45:00+00:00,33.82,33.82,33.82,33.82,1,2
2023-11-03 14:45:00+00:00,34.07,34.07,34.06,34.06,2,100
2023-11-07 15:00:00+00:00,34.24,34.24,34.24,34.24,1,1
2023-11-07 15:15:00+00:00,34.1,34.1,34.1,34.1,3,200
2023-11-08 14:45:00+00:00,33.69,33.69,33.69,33.69,1,100
2023-11-08 15:00:00+00:00,33.89,33.89,33.71,33.72,6,83
2023-11-08 15:15:00+00:00,33.87,33.94,33.87,33.94,3,3
2023-11-08 15:30:00+00:00,33.8,33.88,33.79,33.82,4,103
2023-11-08 16:00:00+00:00,33.48,33.69,33.48,33.69,3,102
2023-11-09 15:00:00+00:00,33.51,33.6,33.51,33.6,2,2
2023-11-09 15:30:00+00:00,33.34,33.4,33.34,33.4,3,8
2023-11-09 15:45:00+00:00,32.13,32.64,32.13,32.64,5,108
2023-11-09 16:00:00+00:00,32.86,32.88,32.45,32.88,3,12
2023-11-10 15:30:00+00:00,33.37,33.37,33.37,33.37,1,1
2023-11-14 14:30:00+00:00,32.26,32.26,32.26,32.26,2,97
2023-11-14 15:45:00+00:00,32.82,32.82,32.82,32.82,1,1
2023-11-16 16:00:00+00:00,32.63,32.63,32.63,32.63,1,200
2023-11-22 15:15:00+00:00,34.0,34.0,34.0,34.0,1,1
2023-11-24 15:00:00+00:00,33.47,33.47,33.47,33.47,1,1
2023-11-24 16:00:00+00:00,33.69,33.69,33.69,33.69,1,1
2023-11-27 15:15:00+00:00,33.51,33.52,33.51,33.52,2,3
2023-11-27 15:30:00+00:00,33.45,33.5,33.45,33.5,4,259
2023-11-27 15:45:00+00:00,33.65,33.65,33.65,33.65,1,3
2023-11-27 16:00:00+00:00,33.61,33.61,33.61,33.61,3,3
2023-11-28 15:45:00+00:00,33.29,33.29,33.29,33.29,1,2
2023-11-28 16:00:00+00:00,33.76,33.76,33.76,33.76,1,1
2023-11-29 15:30:00+00:00,33.4,33.4,33.16,33.16,4,5
2023-11-29 15:45:00+00:00,33.55,33.67,33.55,33.67,2,2
2023-11-30 15:15:00+00:00,33.49,33.49,33.49,33.49,1,1
2023-12-04 15:15:00+00:00,33.53,33.69,33.53,33.69,2,3
2023-12-04 15:30:00+00:00,33.42,33.43,33.245,33.43,6,164
2023-12-04 15:45:00+00:00,33.02,33.52,33.02,33.4,4,4
2023-12-04 16:00:00+00:00,33.21,33.21,33.21,33.21,2,28
2023-12-05 14:30:00+00:00,33.96,33.96,33.96,33.96,1,100
2023-12-05 15:00:00+00:00,34.01,34.04,34.01,34.04,5,72
2023-12-07 15:45:00+00:00,33.49,33.625,33.48,33.48,4,103
2023-12-07 16:00:00+00:00,33.73,33.73,33.66,33.66,2,2
2023-12-12 15:00:00+00:00,34.3,34.3,34.3,34.3,1,1
2023-12-13 15:00:00+00:00,34.95,35.2,34.88,35.11,8,156
2023-12-13 15:30:00+00:00,35.01,35.01,35.01,35.01,1,1
2023-12-13 15:45:00+00:00,35.01,35.01,35.01,35.01,1,1
2023-12-14 15:00:00+00:00,36.0,36.4,35.0,35.5,4,7
2023-12-14 15:45:00+00:00,36.4,36.4,35.76,35.76,2,68
2023-12-14 16:00:00+00:00,35.76,35.76,35.76,35.76,1,5
2023-12-19 14:30:00+00:00,35.65,35.65,35.65,35.65,2,75
2023-12-20 15:30:00+00:00,36.95,36.95,36.62,36.62,2,3
2023-12-22 14:45:00+00:00,36.55,36.66,36.55,36.66,2,3
2023-12-26 15:45:00+00:00,36.5,36.5,36.24,36.28,4,5
2023-12-29 14:45:00+00:00,36.14,36.14,36.14,36.14,1,1
2023-12-29 15:00:00+00:00,36.13,36.13,36.13,36.13,1,1
2024-01-02 15:00:00+00:00,35.25,35.25,35.25,35.25,1,1
2024-01-03 14:45:00+00:00,35.36,35.36,35.36,35.36,2,3
2024-01-04 14:45:00+00:00,35.59,35.59,35.59,35.59,1,1
2024-01-04 15:00:00+00:00,35.64,35.64,35.22,35.22,3,3
2024-01-05 15:15:00+00:00,35.64,35.64,35.64,35.64,2,2
2024-01-08 15:30:00+00:00,34.75,34.75,34.74,34.74,2,86
2024-01-11 15:15:00+00:00,33.99,34.55,33.99,34.55,2,2
2024-01-11 15:30:00+00:00,34.34,34.34,34.34,34.34,2,3
2024-01-11 15:45:00+00:00,34.73,34.73,34.32,34.32,3,17
